鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物),興隆路二段２１７巷８之７號五樓,8.65,都市：其他:第三種住宅區。,,,1091029,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850715,40.989999999999995,1,1,1,有,有,7300000,178092,,0.0,0,陽台外推；其他增建；,RPWOMLKKJIPFFAA87DA,25.66,0.7,5.79,有,
文山區,房地(土地+建物),和平東路四段６５巷７７弄１號,86.0,都市：其他:第二種住宅區。,,,1091105,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0760413,175.72,5,4,3,有,有,24500000,139426,,0.0,0,陽台外推；其他增建；,RPVPMLSKJIPFFAA68DA,133.66,35.95,6.11,無,
文山區,建物,羅斯福路六段２６巷２號,0.0,,,,1091102,土地0建物1車位0,一層,四層,公寓(5樓含以下無電梯),見其他登記事項,加強磚造,0570614,79.57,4,1,1,有,無,8500000,106824,,0.0,0,,RPSOMLOLJIPFFAA97DA,79.57,0.0,0.0,無,
文山區,房地(土地+建物),興隆路四段１４５巷３６號四樓,33.62,都市：其他:第三種住宅區。,,,1091123,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,106.21,3,2,2,有,無,11700000,110159,,0.0,0,頂樓加蓋；,RPSNMLKMJIPFFAA57DA,89.45,0.0,16.76,無,0001
文山區,房地(土地+建物),興隆路三段１９２巷２弄２９號八樓,9.13,都市：其他:第三種住宅區。,,,1070309,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,44.01,1,1,1,有,有,9000000,204499,,0.0,0,,RPWNMLQJKIPFFAA38DA,25.66,2.13,0.0,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄２９號九樓,9.63,都市：其他:第三種住宅區。,,,1070407,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1090825,87.5,1,1,1,有,有,11350000,207712,坡道平面,43.93,2300000,交易日期108年11月8日，總價1288萬元。預售屋、或土地及建物分次登記案件；,RPXNMLQJKIPFFAA48DA,25.66,1.67,0.0,有,
文山區,房地(土地+建物),興隆路三段１９２巷２弄３１號二樓,9.13,都市：其他:第三種住宅區。,,,1070321,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,43.55,1,1,1,有,有,7970000,183008,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQJKIPFFAA67DA,25.66,1.67,0.0,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３１號四樓,9.63,都市：其他:第三種住宅區。,,,1070310,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,84.06,1,1,1,有,有,10550000,191690,坡道平面,40.5,2200000,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLQJKIPFFAA77DA,25.66,1.67,0.0,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３３號二樓,20.28,都市：其他:第三種住宅區。,,,1070503,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,144.72,3,2,1,有,有,21400000,186563,坡道平面,43.95,2600000,,RPQOMLQJKIPFFAA87DA,55.19,5.74,4.91,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３３號三樓,20.28,都市：其他:第三種住宅區。,,,1070329,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,144.59,3,2,1,有,有,21500000,190779,坡道平面,43.95,2300000,,RPROMLQJKIPFFAA97DA,55.19,5.46,4.91,有,
文山區,房地(土地+建物),興隆路三段１９２巷２弄３３號四樓,19.77,都市：其他:第三種住宅區。,,,1070317,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,100.91,3,2,1,有,有,19500000,193242,,0.0,0,,RPSOMLQJKIPFFAA08DA,55.19,5.74,4.91,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３３號五樓,20.28,都市：其他:第三種住宅區。,,,1070415,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,144.87,3,2,1,有,有,21980000,193024,坡道平面,43.95,2500000,,RPTOMLQJKIPFFAA18DA,55.19,5.74,4.91,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３３號九樓,20.28,都市：其他:第三種住宅區。,,,1070503,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,144.59,3,2,1,有,有,24000000,212639,坡道平面,43.95,2600000,,RPUOMLQJKIPFFAA28DA,55.19,5.46,4.91,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３５號四樓,19.27,都市：其他:第三種住宅區。,,,1070518,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,139.91,3,2,1,有,有,20500000,189662,坡道平面,43.95,2300000,,RPVOMLQJKIPFFAA38DA,52.41,5.46,4.91,有,
文山區,房地(土地+建物)+車位,興隆路三段１９２巷２弄３５號五樓,19.27,都市：其他:第三種住宅區。,,,1070415,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090825,140.19,3,2,1,有,有,21080000,193059,坡道平面,43.95,2500000,,RPWOMLQJKIPFFAA48DA,52.41,5.74,4.91,有,
