,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
0,1,文山區,房地(土地+建物),臺北市文山區試院路154巷2弄23號,25.36,住,,,1100911,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750321,82.19,6,1,2,有,無,8800000,107069,,0.0,0,陽台外推；其他增建；,RPWOMLOJJIGGFAA37DA,66.34,4.06,6.91,無,,35.0,110,False,1,4,121.54777010000001,24.991121800000002
1,2,文山區,房地(土地+建物)+車位,臺北市文山區萬芳路107巷8號十樓,42.56,住,,,1101030,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010919,262.14,4,2,2,有,有,43880000,167391,坡道平面,68.34,0,其他增建；,RPUNMLKKJIGGFAA76DA,114.34,12.62,8.31,有,1.0,9.0,110,False,10,15,121.56172149999999,24.996671999999997
2,3,文山區,房地(土地+建物)+車位,臺北市文山區萬芳路3號四樓之2,16.28,住,,,1101021,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881124,68.39,1,1,1,有,有,10700000,202109,升降機械,22.87,1500000,陽台外推；其他增建；,RPWOMLNLJIGGFAA47DA,31.59,0.0,4.9,有,,22.0,110,False,4,7,121.57118309999998,24.9949466
3,4,文山區,房地(土地+建物),臺北市文山區木柵路一段3號五樓之1,20.24,住,,,1101025,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720309,132.25,8,0,8,有,有,22000000,166352,,0.0,0,,RPTNMLQLJIGGFAA37DA,98.76,14.76,0.0,有,2.0,38.0,110,False,1,10,121.5426439,24.988504199999998
4,5,文山區,房地(土地+建物)+車位,臺北市文山區辛亥路五段52號九樓,17.93,住,,,1101113,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060823,87.03,1,1,1,有,有,16900000,194186,坡道機械,13.57,0,夾層；其他增建；,RPSNMLTLJIGGFAA57DA,36.38,4.44,4.36,有,3.0,4.0,110,False,9,9,121.55375959999999,24.999536499999998
5,7,中正區,房地(土地+建物),臺北市中正區南昌路一段125巷14號三樓,41.99,住,,,1101108,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741004,114.91,2,2,2,有,無,26450000,230180,,0.0,0,陽台外推；,RPTOMLSJKIGGFAA57DA,99.06,0.0,15.85,無,,36.0,110,False,3,4,121.51898390000001,25.0298734
6,8,文山區,房地(土地+建物),臺北市文山區指南路三段34巷12之1號,641.0,都市：其他:保護區。,,,1101031,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0841009,200.73,3,2,4,有,無,35000000,174364,,0.0,0,,RPXOMLSJKIGGFAA97DA,169.11,31.62,0.0,無,,26.0,110,False,1,2,121.58006680000001,24.974579699999996
7,9,文山區,房地(土地+建物)+車位,臺北市文山區景豐街48巷23號三樓,91.59,住,,,1101126,土地2建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010711,251.31,4,2,3,有,有,48500000,192989,坡道平面,25.3,0,,RPOQMLSJKIGGFAA27DA,136.51,5.53,15.6,有,,9.0,110,False,3,5,121.5468847,25.000587399999997
8,10,文山區,房地(土地+建物),臺北市文山區仙岩路22巷21號八樓,28.44,住,,,1101103,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840411,124.25,3,2,2,有,有,23300000,187525,,0.0,0,陽台外推；,RPTNMLTJKIGGFAA57DA,92.47,1.14,10.42,有,,26.0,110,False,8,13,121.5499194,24.9988027
9,11,中正區,房地(土地+建物)+車位,臺北市中正區詔安街88號二樓,25.96,住,,,1101112,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060218,133.01,3,2,2,有,有,28800000,253956,塔式車位,27.48,2000000,陽台外推；其他增建；,RPXNMLTJKIGGFAA97DA,58.24,6.07,7.2,有,4.0,4.0,110,False,2,11,121.5122438,25.025361099999994
10,12,文山區,房地(土地+建物)+車位,臺北市文山區政大二街179號,108.04,住,,,1100907,土地1建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0841215,212.43,4,3,2,有,有,25500000,120040,坡道平面,0.0,0,,RPQOMLTJKIGGFAA37DA,133.61,8.74,9.46,無,,26.0,110,False,1,3,121.5860302,24.989002499999994
11,13,中正區,車位,臺北市中正區南昌路一段108之2號,0.58,商,,,1101112,土地1建物1車位1,一層,十五層,其他,一般零售業甲組,鋼筋混凝土造,0980403,21.88,0,0,0,有,有,1250000,,塔式車位,21.88,1250000,僅車位交易；,RPTNMLKKKIGGFAA76DA,0.0,0.0,0.0,有,5.0,12.0,110,False,1,15,121.51781740000001,25.030200699999998
12,14,大同區,房地(土地+建物),臺北市大同區敦煌路142號三樓,26.74,住,,,1101117,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720126,93.61,2,1,1,有,無,8000000,85461,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLPKJIGGFBA77DA,81.16,0.0,12.45,無,,38.0,110,False,3,5,121.51489889999998,25.076303400000004
13,15,大同區,房地(土地+建物),臺北市大同區民權西路122號三樓之1,3.39,商,,,1101018,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970623,40.25,1,1,1,有,有,9000000,223602,,0.0,0,陽台外推；夾層；其他增建；,RPRNMLTKJIGGFBA47DA,22.85,1.23,3.29,有,6.0,13.0,110,False,3,14,121.51670649999998,25.0627316
14,16,大同區,房地(土地+建物)+車位,臺北市大同區南京西路288號十二樓,14.25,商,,,1100925,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1011214,198.1,3,2,2,有,有,41800000,239104,坡道平面,32.9,2300000,夾層；其他增建；,RPTOMLTKJIGGFBA77DA,98.54,8.44,7.01,有,7.0,9.0,110,False,12,19,121.513958,25.053926999999998
15,17,萬華區,房地(土地+建物),臺北市萬華區中華路一段80號八樓之2,1.79,商,,,1101125,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700716,17.21,1,0,1,有,有,2800000,162696,,0.0,0,,RPXNMLMJKIGGFBA37DA,13.71,0.0,0.0,有,,40.0,110,False,8,12,121.50878569999999,25.0454747
16,18,萬華區,房地(土地+建物),臺北市萬華區西藏路502號三樓,23.5,商,,,1101031,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650528,70.59,3,1,1,有,無,9500000,134580,,0.0,0,,RPVNMLQJKIGGFBA57DA,64.52,0.0,6.07,無,,45.0,110,False,3,4,121.4937796,25.0288941
17,20,萬華區,房地(土地+建物),臺北市萬華區興寧街66巷2弄26號二樓,27.98,都市：其他:第三種住宅區。,,,1101107,土地5建物1車位0,二層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0700115,80.04,3,2,1,有,無,11000000,137431,,0.0,0,陽台外推；,RPRPMLRJKIGGFBA47DA,71.57,0.0,8.47,無,,40.0,110,False,2,5,121.49882989999998,25.031900500000003
18,21,萬華區,房地(土地+建物),臺北市萬華區環河南路二段100巷27弄2號,7.97,住,,,1101130,土地1建物1車位0,一層，二層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0720919,29.78,0,0,0,無,無,2500000,83949,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPPMLTJKIGGFBA47DA,24.46,1.19,1.19,無,,38.0,110,False,1,5,121.4952903,25.037655599999997
19,22,中正區,車位,臺北市中正區忠孝東路一段47號之2,0.08,商,,,1101124,土地2建物1車位1,一層,十四層,其他,一般零售業甲組,鋼筋混凝土造,0960511,7.909999999999999,0,0,0,有,有,2600000,,塔式車位,0.0,2600000,僅車位交易；,RPUPMLTJKIGGFBA97DA,0.0,0.0,0.0,有,8.0,14.0,110,False,1,14,121.5259567,25.044397300000004
20,23,萬華區,房地(土地+建物)+車位,臺北市萬華區西藏路123號十四樓,40.47,住,,,1101031,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000908,189.85000000000002,3,2,2,有,有,34000000,179089,坡道平面,0.0,0,,RPTNMLKKKIGGFBA86DA,102.55,0.0,12.96,有,,10.0,110,False,14,15,121.50249300000002,25.029518
21,24,中山區,房地(土地+建物),臺北市中山區民權西路63號十樓,17.88,商,,,1100925,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061031,225.82999999999998,0,0,0,無,有,78400000,347164,,0.0,0,毛胚屋；,RPSOMLRLRHGGFCA38DA,136.6,6.96,8.06,有,,4.0,110,False,10,15,121.52014860000001,25.0630736
22,25,中山區,房地(土地+建物)+車位,臺北市中山區民權西路63號十樓之1,10.64,商,,,1100925,土地1建物1車位5,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061031,270.49,0,0,0,無,有,60700000,347165,坡道平面,137.7,14600000,毛胚屋；,SPSOMLRLRHGGFCA48DA,75.85,1.19,12.25,有,,4.0,110,False,10,15,121.52014860000001,25.0630736
23,26,中山區,房地(土地+建物),臺北市中山區民權東路一段63號七樓,17.45,商,,,1101030,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690610,174.94,2,2,2,有,有,33600000,192066,,0.0,0,其他增建；,RPPNMLKMIIGGFCA56DA,138.26,0.0,7.8,有,,41.0,110,False,7,12,121.52523610000001,25.0629089
24,28,內湖區,房地(土地+建物),臺北市內湖區金龍路236號五樓,27.44,住,,,1101019,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721107,107.91000000000001,3,2,1,有,無,14200000,131591,,0.0,0,陽台外推；頂樓加蓋；,RPPPMLPJJIGGFCA07DA,86.15,0.0,14.53,無,9.0,38.0,110,False,5,5,121.58644319999999,25.0884918
25,29,內湖區,房地(土地+建物),臺北市內湖區內湖路一段91巷39弄15號三樓,18.49,住,,,1100822,土地3建物2車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741218,98.78999999999999,3,2,1,有,無,13280000,134427,,0.0,0,其他增建；,RPRQMLQKJIGGFCA57DA,79.45,0.0,8.4,無,,36.0,110,False,3,5,121.5620277,25.0883728
26,30,內湖區,房地(土地+建物),臺北市內湖區港華街51巷10號五樓,44.94,住,,,1101015,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740618,125.04,3,2,2,有,無,19500000,155950,,0.0,0,陽台外推；,RPVPMLSKJIGGFCA08DA,105.23,0.0,11.19,無,,36.0,110,False,5,5,121.5755908,25.083686999999998
27,31,內湖區,房地(土地+建物),臺北市內湖區文湖街21巷7號五樓,43.84,住,,,1101106,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780221,134.04,4,2,3,有,無,22000000,164130,,0.0,0,其他增建；,RPQQMLTKJIGGFCA77DA,110.93,0.0,11.24,無,,32.0,110,False,5,5,121.56013550000002,25.087037499999997
28,32,內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段280巷46號二樓,39.4,住,,,1100918,土地2建物1車位2,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980122,277.86,4,2,3,有,有,55880000,201108,坡道平面,0.0,5500000,其他增建；,RPVQMLKMJIGGFCA57DA,155.27,10.3,13.43,有,,12.0,110,False,2,12,121.6075371,25.070778699999998
29,33,內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街72巷17弄29號七樓,26.42,住,,,1101025,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871020,113.29,2,2,1,有,有,17160000,151470,坡道平面,30.45,0,夾層；,RPUTMLKMJIGGFCA77DA,58.56,0.84,5.97,有,,23.0,110,False,7,10,121.61735019999999,25.070637400000003
30,34,中山區,房地(土地+建物),臺北市中山區新生北路三段58號二樓之4,6.41,商,,,1101124,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711209,66.03999999999999,2,1,1,有,有,10500000,158995,,0.0,0,,RPPQMLLJKIGGFCA86DA,40.03,0.0,6.77,有,10.0,39.0,110,False,2,12,121.5273562,25.065647600000002
31,36,中山區,房地(土地+建物),臺北市中山區雙城街37巷3號六樓,21.47,商,,,1101123,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790724,105.65,3,2,2,有,有,20000000,189304,,0.0,0,,RPTQMLRJKIGGFCA87DA,88.48,10.72,0.0,有,,31.0,110,False,6,6,121.52494089999999,25.0671867
32,37,中山區,房地(土地+建物),臺北市中山區復興北路448號十一樓,8.25,住,,,1101116,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971015,47.43,1,1,1,有,有,12300000,259330,,0.0,0,,RPRNMLSJKIGGFCA47DA,25.86,1.47,4.23,有,,13.0,110,False,11,12,121.54399439999997,25.0641073
33,38,內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷45弄39號三樓之2,10.03,住,,,1101110,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831221,36.9,2,1,1,有,有,7820000,211924,,0.0,0,,RPTOMLSJKIGGFCA77DA,22.85,0.0,4.28,有,12.0,27.0,110,False,3,7,121.6059128,25.0703604
34,39,內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街199號四樓之1,54.85,住,,,1101030,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1010204,148.23,3,2,1,有,無,19000000,128179,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLSJKIGGFCA18DA,64.76,4.88,7.77,無,,9.0,110,False,4,5,121.6211943,25.076089200000002
35,40,中山區,房地(土地+建物),臺北市中山區合江街144巷16號四樓,35.25,住,,,1101107,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590303,98.61,3,2,2,有,無,15200000,154143,,0.0,0,,RPSPMLTJKIGGFCA87DA,86.15,0.0,12.46,無,,51.0,110,False,4,4,121.5383933,25.0598261
36,41,內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷118弄32號三樓之1,25.85,住,,,1101110,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010426,139.1,2,1,1,有,有,18100000,130122,坡道平面,48.75,0,,RPUOMLTJKIGGFCA97DA,57.53,0.0,8.36,有,,9.0,110,False,3,7,121.55990930000002,25.0913983
37,42,內湖區,房地(土地+建物),臺北市內湖區成功路四段167巷6弄1號五樓,32.95,都市：其他:第三種住宅區。,,,1101107,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690421,124.93,7,0,7,有,無,24500000,196110,,0.0,0,頂樓加蓋；,RPPPMLTJKIGGFCA57DA,99.19,0.0,13.82,無,13.0,41.0,110,False,5,5,121.59487689999999,25.0833045
38,43,內湖區,房地(土地+建物)+車位,臺北市內湖區江南街111號八樓之6,30.28,住,,,1101014,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940412,164.12,3,2,2,有,有,33900000,241334,坡道平面,34.01,2500000,,RPPQMLKKKIGGFCA86DA,70.18,4.71,6.63,有,,16.0,110,False,8,13,121.576377,25.076484099999995
39,44,信義區,房地(土地+建物)+車位,臺北市信義區松德路200巷53號二樓,121.21,住,,,1100130,土地1建物1車位3,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1061128,704.94,0,0,0,無,無,349680000,609984,坡道平面,156.27,15000000,,RPWNMLRLIIGGFDA97DA,296.15,2.45,37.42,有,,4.0,110,False,2,16,121.5734288,25.0344689
40,45,信義區,房地(土地+建物),臺北市信義區虎林街242巷50號四樓,37.5,住,,,1100915,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580409,101.59,2,2,1,有,無,19000000,187026,,0.0,0,,RPRNMLKKJIGGFDA76DA,87.43,0.0,14.16,無,14.0,52.0,110,False,4,4,121.576551,25.035823999999998
41,46,松山區,房地(土地+建物),臺北市松山區長安東路二段219號七樓之9,6.74,住,,,1101031,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730913,57.77,1,1,1,有,有,13600000,235416,,0.0,0,其他增建；,RPVOMLSKJIGGFDA08DA,43.24,0.0,0.0,有,,37.0,110,False,7,12,121.5449043,25.048280500000004
42,47,南港區,房地(土地+建物),臺北市南港區東新街180巷11號地下一層之2,15.01,住,,,1101109,土地1建物1車位0,地下一層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0920107,52.85,1,1,1,有,有,7400000,140019,,0.0,0,,RPXPMLMLJIGGFDA87DA,33.38,0.0,0.0,有,,18.0,110,False,1,12,121.593806,25.044299
43,49,南港區,房地(土地+建物)+車位,臺北市南港區舊莊街一段212巷18號四樓,36.61,住,,,1101113,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050325,90.74000000000001,1,1,2,有,有,11200000,123430,坡道機械,25.3,0,,RPWNMLTLJIGGFDA28DA,36.24,0.0,2.96,有,,5.0,110,False,4,5,121.62206879999998,25.038345999999997
44,50,信義區,房地(土地+建物)+車位,臺北市信義區中坡南路201巷18之3號二樓,14.81,住,,,1101106,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100423,140.37,2,2,1,有,有,27000000,226787,坡道平面,32.78,2600000,,RPQRMLTLJIGGFDA08DA,55.65,10.22,5.2,有,,0.0,110,False,2,20,121.58665579999999,25.0414529
45,51,南港區,房地(土地+建物),臺北市南港區園區街17號三樓,18.01,住,,,1101120,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951116,89.69,2,2,1,有,有,24880000,277400,,0.0,0,其他增建；,RPVOMLKMJIGGFDA47DA,54.26,1.12,3.74,有,,15.0,110,False,3,12,121.61095370000001,25.058932100000003
46,52,南港區,房地(土地+建物)+車位,臺北市南港區南港路二段142號七樓之3,24.32,住,,,1101106,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,141.11,2,2,1,有,有,25500000,180697,坡道平面,0.0,0,,RPQNMLLJKIGGFDA76DA,115.04,1.34,7.3,有,15.0,27.0,110,False,7,17,121.60080029999999,25.0536399
47,53,信義區,房地(土地+建物),臺北市信義區中坡南路134號,5.37,都市：其他:市場用地(公共設施用地)。58/4/12,,,1101012,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0680223,17.55,0,0,0,無,無,6000000,341880,,0.0,0,含土地增值稅或其他稅費；含仲介費；夾層；其他增建；包含公共設施保留地用地；,RPUSMLNJKIGGFDA87DA,17.55,0.0,0.0,無,,42.0,110,False,1,4,121.584628,25.040451199999996
48,55,信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段179號四樓之2,9.2,商,,,1101124,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,142.68,2,2,1,有,有,31000000,217269,坡道平面,0.0,0,其他增建；,RPUTMLNJKIGGFDA97DA,55.75,3.39,5.68,有,,11.0,110,False,4,15,121.5536359,25.0250374
49,56,信義區,房地(土地+建物),臺北市信義區信義路五段111號八樓之8,8.86,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101122,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860926,50.04,1,1,1,有,有,13000000,259792,,0.0,0,含租約；,RPSNMLRJKIGGFDA57DA,29.77,1.37,3.94,有,17.0,24.0,110,False,8,12,121.57320969999999,25.033286699999998
50,59,松山區,房地(土地+建物),臺北市松山區健康路325巷36號三樓,27.49,住,,,1101018,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810114,121.67999999999999,5,0,2,有,有,26000000,213675,,0.0,0,,RPQRMLSJKIGGFDA87DA,86.25,0.0,8.77,有,,29.0,110,False,3,7,121.5670554,25.0570313
51,60,松山區,房地(土地+建物),臺北市松山區八德路三段158巷20弄40號二樓之4,6.46,商,,,1101010,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681124,32.87,1,1,1,有,有,6900000,209918,,0.0,0,,RPPNMLTJKIGGFDA47DA,27.72,0.0,2.96,有,,42.0,110,False,2,7,121.554017,25.0472666
52,61,信義區,房地(土地+建物),臺北市信義區基隆路一段141號九樓之5,9.19,商,,,1100924,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,0950126,153.47,3,1,1,有,有,40000000,260637,,0.0,0,其他增建；,RPUNMLTJKIGGFDA97DA,89.27,0.0,6.46,有,,15.0,110,False,9,13,121.5659519,25.042986100000007
53,62,北投區,房地(土地+建物),臺北市北投區奇岩路241巷7弄10號三樓,134.24,住,,,1100908,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081223,227.52,3,1,2,有,有,37680000,165612,,0.0,0,,RPXNMLPJIIGGFEA77DA,118.81,3.19,23.68,有,,2.0,110,False,3,5,121.51039030000001,25.1290345
54,63,士林區,房地(土地+建物),臺北市士林區天玉街38巷16弄8號三樓,34.6,住,,,1101006,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680906,104.53,3,2,2,有,無,19650000,187984,,0.0,0,其他增建；,RPPPMLQJIIGGFEA27DA,89.17,0.0,15.36,無,19.0,42.0,110,False,3,5,121.52970929999998,25.1202401
55,64,士林區,房地(土地+建物),臺北市士林區中山北路五段704巷21號五樓,36.2,住,,,1101104,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670626,136.73,8,3,3,有,無,20600000,150662,,0.0,0,頂樓加蓋；其他增建；,RPTOMLSKJIGGFEA97DA,112.94,0.0,13.01,無,,43.0,110,False,5,5,121.5285046,25.0981559
56,65,士林區,房地(土地+建物),臺北市士林區德行東路265巷6號五樓,34.02,住,,,1101107,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730813,120.11,3,2,2,有,無,22500000,187328,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPOPMLSKJIGGFEA57DA,95.33,0.0,10.18,無,,37.0,110,False,5,5,121.53515460000001,25.11026
57,66,北投區,房地(土地+建物)+車位,臺北市北投區中央南路二段28號八樓之5,13.71,工,,,1101114,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970523,109.22,2,2,1,有,有,14650000,134133,坡道平面,25.72,0,陽台外推；其他增建；,RPPPMLSKJIGGFEA67DA,45.56,0.0,7.96,有,,13.0,110,False,8,13,121.5002502,25.1255916
58,68,士林區,房地(土地+建物),臺北市士林區忠誠路一段91之2號,29.19,住,,,1100722,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721221,126.52000000000001,2,2,2,有,有,26500000,209453,,0.0,0,其他增建；,RPSNMLNLJIGGFEA37DA,97.8,7.21,0.0,有,,38.0,110,False,1,7,121.52822199999999,25.104641
59,69,士林區,房地(土地+建物),臺北市士林區天母西路18之9號四樓,28.26,商,,,1101106,土地5建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680502,131.36,3,2,2,有,有,29500000,224574,,0.0,0,陽台外推；其他增建；,RPPPMLPLJIGGFEA47DA,100.77,0.0,13.74,有,21.0,42.0,110,False,4,7,121.5276451,25.118291600000003
60,70,士林區,房地(土地+建物)+車位,臺北市士林區通河街17號五樓,17.4,住,,,1101114,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011112,128.03,2,2,1,有,有,22280000,174022,升降平面,34.12,0,夾層；,RPVNMLKMJIGGFEA47DA,42.94,2.18,5.17,有,,9.0,110,False,5,8,121.52336279999999,25.080054699999998
61,71,北投區,房地(土地+建物)+車位,臺北市北投區福美路225號六樓,46.79,住,,,1101113,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061117,188.07,3,2,2,有,有,28000000,176593,坡道平面,43.67,2500000,,RPSOMLKMJIGGFEA27DA,96.65,1.28,15.53,有,22.0,4.0,110,False,6,13,121.50411969999999,25.100282300000003
62,72,士林區,房地(土地+建物),臺北市士林區基河路128號五樓之5,7.55,住,,,1100714,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850916,26.909999999999997,1,1,1,有,有,6000000,222965,,0.0,0,陽台外推；,RPOOMLLJKIGGFEA76DA,15.92,0.0,2.37,有,,25.0,110,False,5,11,121.5232666,25.088579199999998
63,73,北投區,房地(土地+建物)+車位,臺北市北投區大興街32號十一樓,47.26,住,,,1101108,土地1建物1車位2,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011130,344.61,4,2,3,有,有,58800000,170628,坡道平面,0.0,0,陽台外推；其他增建；,RPSPMLMJKIGGFEA37DA,161.81,14.61,11.43,有,23.0,9.0,110,False,11,12,121.498802,25.129951900000002
64,74,士林區,房地(土地+建物),臺北市士林區平菁街93巷27號一樓、二樓,1936.86,都市：其他:保護區。,,,1101201,土地5建物1車位0,全,二層,透天厝,住家用,加強磚造,05901,231.36,5,2,5,有,無,72000000,311203,,0.0,0,頂樓加蓋；其他增建；,RPTNMLNJKIGGFEA37DA,231.36,0.0,0.0,無,,51.0,110,False,1,2,121.57808299999999,25.1381865
65,75,士林區,房地(土地+建物),臺北市士林區重慶北路四段81號四樓之3,28.36,住,,,1101105,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,153.95,3,2,2,有,有,18800000,122118,,0.0,0,,RPQNMLSJKIGGFEA57DA,114.17,0.0,26.78,有,,42.0,110,False,4,7,121.51243620000001,25.081794
66,76,士林區,房地(土地+建物)+車位,臺北市士林區後街21巷19號五樓,14.6,住,,,1101022,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030618,71.46,1,1,1,有,有,15700000,219703,升降機械,0.0,0,夾層；,RPOOMLSJKIGGFEA47DA,31.38,1.15,3.45,有,24.0,7.0,110,False,5,7,121.52482,25.098554999999998
67,77,北投區,房地(土地+建物),臺北市北投區大業路300巷33之1號,31.25,住,,,1101103,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0661004,89.53,2,2,2,有,無,17880000,199710,,0.0,0,其他增建；,RPVOMLSJKIGGFEA18DA,84.98,4.55,0.0,無,25.0,44.0,110,False,1,4,121.4994852,25.1285072
